fake_name,point,Work_accident,mission,satisfaction_level,promotion_last_5years,last_evaluation,impact,Department,level,somebody,left,research,average_montly_hours,xy,camera,number_project,time_spend_company,from,significant,fake_date_of_birth,his,fake_zipcode,fake_misc,fake_surname,salary,xyz,me
Barbara,0.0791814807650375,0.0,-1.8685995235880903,0.1,0.0,0.9,0.03,Administration,2.0001214226891273,-0.08,1.0,0.6005445250356957,263.0,'report',0.07,5.0,4.0,-0.08,20476,2021-05-11,-2.0001214226891273,30765,nan,Bonilla,low,they,2.0001214226891273
Ashley,0.726831423172875,0.0,-0.36021806799164946,0.49,0.0,0.6,0.03,,nan,0.73,0.0,-0.41150005133206263,113.0,'green',0.07,2.0,5.0,0.73,14584,1917-11-29,-0.2240465214615437,88954,'region',Carson,low,little,0.2240465214615437
Renee,1.0798986875980985,1.0,-1.5716730336650084,0.42,0.0,0.57,0.03,Marketing,1.4327472742103544,1.08,1.0,-0.30948731595945406,154.0,'audience',0.07,2.0,3.0,1.08,25627,1967-12-22,-1.4327472742103544,71438,'trade',Payne,medium,population,1.4327472742103544
Jennifer,0.4200184483232937,0.0,-1.5329060812095678,0.84,0.0,0.57,0.03,Inventory Management,1.7180833896552512,-0.42,0.0,0.7449334611419016,234.0,'such',0.07,4.0,3.0,-0.42,20323,1928-07-21,-1.7180833896552512,84094,'data',Petty,medium,apply,1.7180833896552512
Kim,0.6590466363700667,1.0,0.1236865109336876,0.23,0.0,0.78,0.03,Customer Service,-0.2747004584045414,0.66,0.0,-0.5042895173477421,154.0,'market',0.07,4.0,6.0,0.66,12964,1945-11-14,-0.2747004584045414,06917,'southern',Schneider,medium,tough,0.2747004584045414
Julie,1.029249958928168,0.0,nan,0.45,0.0,0.48,0.03,Customer Service,0.8477548294927675,1.03,0.0,-0.4371020064478901,145.0,'debate',0.07,3.0,2.0,1.03,29450,1941-09-01,-0.8477548294927675,52760,'drive',Grant,medium,police,0.8477548294927675
Kyle,1.289382079831587,0.0,-0.05022745282887367,0.4,0.0,0.5,0.03,Sales,-0.22734930453677094,1.29,1.0,-0.9014943673116412,130.0,'point',0.07,2.0,3.0,1.29,29275,1915-09-16,-0.22734930453677094,45557,'always',Avila,low,among,0.22734930453677094
Marcus,1.778296476665052,0.0,0.35508482898595334,0.57,0.0,0.77,0.03,,0.010264077935125182,-1.78,0.0,1.1600763740477766,245.0,'company',0.07,4.0,3.0,-1.78,23524,1976-11-07,-0.010264077935125182,30253,'always',Oliver,medium,box,0.010264077935125182
Corey,1.798857156310636,0.0,-1.5799438786354996,0.79,0.0,0.86,0.03,Customer Service,1.2850344416718302,1.8,0.0,nan,139.0,'coach',0.07,3.0,3.0,1.8,21912,1938-10-18,-1.2850344416718302,78875,'drive',Green,low,challenge,1.2850344416718302
Samantha,1.0400099848299256,0.0,0.7465337794280912,0.43,0.0,0.46,0.03,Inventory Management,-1.01856329718923,1.04,1.0,-0.9563921904719977,149.0,'protect',0.07,2.0,3.0,1.04,16289,1943-09-23,-1.01856329718923,89799,'human',Brown,medium,store,1.01856329718923
Robin,0.7204808510563698,0.0,-1.650487413914473,0.91,0.0,0.93,0.03,Inventory Management,1.5946134988804057,0.72,0.0,-0.031158727405722623,184.0,'support',0.07,4.0,3.0,0.72,27631,2018-03-14,-1.5946134988804057,47990,'show',Woodward,low,discussion,1.5946134988804057
Jeffrey,0.8858096229420859,0.0,-0.0455788543679806,0.59,0.0,0.49,0.03,Customer Service,-0.1444400565967483,0.89,0.0,-0.6161043467477013,164.0,'buy',0.07,4.0,3.0,0.89,21825,1977-07-02,-0.1444400565967483,73471,'past',Johnson,low,Congress,0.1444400565967483
Robert,2.3218835037242824,0.0,1.0585784869642305,0.79,0.0,0.87,0.03,Inventory Management,-0.6179386691784343,-2.32,0.0,nan,253.0,'mean',0.07,4.0,2.0,-2.32,25236,1925-04-15,-0.6179386691784343,29686,'indicate',Holmes,medium,along,0.6179386691784343
Christopher,0.9944625522030921,1.0,-0.7818388678102248,0.9,0.0,0.63,0.03,Sales,1.046113792789214,-0.99,0.0,0.9343137337423155,134.0,'consumer',0.07,4.0,3.0,-0.99,17672,1999-07-27,-1.046113792789214,19796,'wind',Castillo,medium,better,1.046113792789214
Dominic,1.4771274648607835,0.0,-0.18357310794593756,0.52,0.0,0.63,0.03,Inventory Management,0.5163144892106531,-1.48,0.0,1.1029915123600946,204.0,'get',0.07,3.0,3.0,-1.48,18507,1937-06-07,-0.5163144892106531,33181,'four',Hall,medium,season,0.5163144892106531
Henry,0.9501207520270671,1.0,0.8195558553543837,0.77,0.0,0.64,0.03,,-1.0764861236464647,0.95,0.0,-0.9137944333361279,190.0,'such',0.07,3.0,10.0,0.95,26377,1997-09-07,-1.0764861236464647,59063,'none',Taylor,medium,up,1.0764861236464647
Kelly,1.1358227637469904,0.0,-0.47290180362028644,0.88,0.0,0.99,0.03,Sales,0.7490502108247138,-1.14,1.0,0.9447651395092813,262.0,'because',0.07,5.0,6.0,-1.14,12029,1980-09-01,-0.7490502108247138,16794,'always',Garcia,low,table,0.7490502108247138
Lisa,0.9768522768017127,0.0,-0.6840069748172677,0.87,0.0,0.72,0.03,,0.938465234937922,-0.98,0.0,0.8933049430446439,154.0,'which',0.07,2.0,3.0,-0.98,27055,1950-05-01,-0.938465234937922,17051,nan,Bender,medium,police,0.938465234937922
Caitlyn,1.168616498884195,0.0,-1.7549573177999636,0.91,0.0,0.65,0.03,Inventory Management,1.6079311310695656,1.17,0.0,-0.31913562827830594,174.0,'court',0.07,5.0,2.0,1.17,22707,1986-08-07,-1.6079311310695656,83895,'easy',Smith,medium,expect,1.6079311310695656
Brian,1.2530842679771355,0.0,-1.120450315787542,0.8,0.0,0.99,0.03,,0.9162310828966254,1.25,0.0,-0.5639701503279639,178.0,'ask',0.07,6.0,5.0,1.25,19588,1959-04-11,-0.9162310828966254,86385,'exactly',Allen,low,degree,0.9162310828966254
Daniel,1.3660521508354855,0.0,-0.32815286482166134,1.0,0.0,0.88,0.03,Sales,0.6455602090969684,-1.37,0.0,nan,240.0,'once',0.07,4.0,4.0,-1.37,22071,1921-08-24,-0.6455602090969684,04771,'sometimes',Anderson,medium,break,0.6455602090969684
Michael,0.40628978812721195,0.0,-1.477316932050493,0.38,0.0,0.86,0.03,Inventory Management,1.6561061011323401,-0.41,1.0,0.7189870640491992,139.0,'respond',0.07,6.0,6.0,-0.41,17770,1961-07-22,-1.6561061011323401,39854,'themselves',Lucero,medium,garden,1.6561061011323401
Francis,1.3913987943942865,0.0,-0.3206908479959851,0.43,0.0,0.55,0.03,Inventory Management,0.6431587879904337,-1.39,1.0,1.082019654875724,153.0,'nothing',0.07,2.0,3.0,-1.39,28369,2011-02-22,-0.6431587879904337,06120,'need',Bryant,medium,wall,0.6431587879904337
Jonathan,1.2337456637070152,0.0,0.8347006140297778,0.5,0.0,0.77,0.03,Marketing,-1.154291372678422,1.23,0.0,-1.1197253910368103,204.0,'be',0.07,3.0,2.0,1.23,14898,1961-11-19,-1.154291372678422,18892,'light',Stevens,medium,feel,1.154291372678422
Jennifer,1.0094030575874309,0.0,-0.4300262972895,0.22,0.0,0.7,0.03,Sales,0.23661940652120284,1.01,0.0,nan,274.0,'door',0.07,2.0,10.0,1.01,19825,1952-11-21,-0.23661940652120284,77382,'past',Soto,high,boy,0.23661940652120284
Aaron,0.5917750157449693,1.0,-1.207065899602761,0.95,0.0,0.77,0.03,Sales,1.4096989777819042,-0.59,0.0,0.7720583835741316,199.0,'scene',0.07,5.0,10.0,-0.59,23858,2004-06-25,-1.4096989777819042,25618,'light',Cowan,medium,significant,1.4096989777819042
James,2.839616456943954,0.0,1.6647388810518515,0.82,0.0,0.84,0.03,Sales,-1.1484824976668273,-2.84,1.0,1.532684036509983,244.0,'particularly',0.07,5.0,5.0,-2.84,27988,1952-11-11,-1.1484824976668273,21480,'easy',Gonzalez,low,man,1.1484824976668273
Sara,0.37257419659524693,0.0,-1.777599653518946,0.91,0.0,0.4,0.03,Inventory Management,1.967416107521439,-0.37,0.0,nan,153.0,'key',0.07,6.0,3.0,-0.37,20263,1937-12-12,-1.967416107521439,46443,'once',Woodard,low,story,1.967416107521439
Kenneth,0.8611221190284235,0.0,-0.9438457833322781,0.91,0.0,1.0,0.03,Sales,1.189006291910051,-0.86,1.0,0.8867627401340438,251.0,'itself',0.07,5.0,6.0,-0.86,12477,1919-01-12,-1.189006291910051,10277,'attention',Johns,low,pattern,1.189006291910051
Austin,0.9253667104412779,0.0,-1.5889402851739358,0.87,0.0,0.98,0.03,Marketing,1.4847062773147839,0.93,0.0,-0.19466051483211802,173.0,'themselves',0.07,4.0,3.0,0.93,29719,2002-10-05,-1.4847062773147839,01586,'themselves',Mosley,low,series,1.4847062773147839
Connor,1.0114404413347526,0.0,-2.1773856791830815,0.9,0.0,0.98,0.03,Sales,2.0904071917671976,1.01,0.0,nan,148.0,'again',0.07,5.0,4.0,1.01,25821,2001-07-13,-2.0904071917671976,78071,'need',Khan,medium,work,2.0904071917671976
Paul,0.44624360062179624,0.0,-1.9357141342733393,0.95,0.0,0.67,0.03,Customer Service,1.9569761103454413,0.45,0.0,0.2467715295366621,270.0,'civil',0.07,4.0,4.0,0.45,18482,1996-12-01,-1.9569761103454413,82182,'none',Miller,medium,pick,1.9569761103454413
Kristina,0.7089810702358699,0.0,-0.22749624924402842,0.38,0.0,0.54,0.03,Sales,0.0870925143987602,0.71,1.0,nan,143.0,nan,0.07,2.0,3.0,0.71,19885,1955-09-17,-0.0870925143987602,16944,'old',Patel,low,president,0.0870925143987602
Angela,1.2810291809671672,0.0,-3.8290339685872326,0.38,0.0,0.53,0.03,Customer Service,nan,1.28,1.0,0.2051297726749017,146.0,'perform',0.07,2.0,3.0,1.28,20087,1954-02-26,-3.784394395471985,69655,'trade',Raymond,low,wrong,3.784394395471985
Christine,0.9916889730024705,1.0,-0.8276773490682963,0.79,0.0,0.9,0.03,Customer Service,1.0941521425410474,-0.99,0.0,0.9456948805411755,146.0,'art',0.07,5.0,3.0,-0.99,28819,1969-01-22,-1.0941521425410474,01055,'big',Hartman,high,task,1.0941521425410474
Rachel,1.2470141886394321,0.0,-2.2821256863409216,0.69,0.0,0.57,0.03,Customer Service,2.1502779774222613,1.25,0.0,-0.22128492344786174,227.0,'hotel',0.07,5.0,2.0,1.25,19799,1936-07-25,-2.1502779774222613,89485,'region',Aguilar,low,argue,2.1502779774222613
Susan,1.1231511870927164,0.0,-0.47884338739055776,0.45,0.0,0.5,0.03,Inventory Management,nan,-1.12,1.0,0.9374924633816629,126.0,'since',0.07,2.0,3.0,-1.12,13357,1985-07-12,-0.7525970796258049,71340,'past',Banks,low,event,0.7525970796258049
Jeff,1.0465785177262876,1.0,1.0364001383050043,0.61,0.0,0.7,0.03,Manager,-1.3275881568844392,1.05,0.0,nan,161.0,'accept',0.07,4.0,3.0,1.05,27302,1981-08-19,-1.3275881568844392,66073,'exactly',Miranda,high,write,1.3275881568844392
Linda,0.14905399679236675,0.0,-2.3951494172055927,0.97,0.0,0.41,0.03,Sales,2.509198057777847,0.15,0.0,0.5917531672446057,135.0,'effect',0.07,5.0,6.0,0.15,25952,1911-09-19,-2.509198057777847,07245,'lose',Martinez,medium,magazine,2.509198057777847
Zachary,1.4883753167085392,1.0,-1.6075274180668317,0.24,0.0,0.58,0.03,Inventory Management,1.381884968940477,1.49,0.0,-0.5892722126254639,184.0,'suddenly',0.07,3.0,5.0,1.49,12748,1986-01-28,-1.381884968940477,30783,'light',Burns,medium,hard,1.381884968940477
Kevin,0.6162990957216611,0.0,-1.1816471639811281,0.44,0.0,0.36,0.03,Inventory Management,1.3880635300165898,-0.62,0.0,0.7820791374118198,136.0,'man',0.07,2.0,3.0,-0.62,20594,1980-07-04,-1.3880635300165898,12738,nan,Turner,high,son,1.3880635300165898
John,0.48214260216981775,0.0,-1.375747958714594,0.32,0.0,0.95,0.03,Sales,nan,-0.48,1.0,0.743296613703005,172.0,'institution',0.07,5.0,2.0,-0.48,25442,2020-06-03,-1.5648352068981337,30430,'mention',Hernandez,low,generation,1.5648352068981337
Ryan,1.9033755196979323,0.0,0.44913088726047173,0.86,0.0,0.65,0.03,Sales,-0.06230913319871867,-1.9,0.0,1.2215531425085242,161.0,'provide',0.07,3.0,3.0,-1.9,17471,2013-05-04,-0.06230913319871867,45616,nan,Hall,low,above,0.06230913319871867
Rachel,1.4553344141661366,0.0,nan,0.73,0.0,0.62,0.03,Sales,0.39172630228240257,-1.46,0.0,1.0546109250000906,247.0,'again',0.07,4.0,4.0,-1.46,22396,1926-09-15,-0.39172630228240257,77496,'themselves',Martinez,low,material,0.39172630228240257
Dillon,1.1442102356805057,0.0,-0.2313306186925323,0.66,0.0,0.77,0.03,Inventory Management,-0.003571207256324982,1.14,0.0,-0.7455960148610499,188.0,'and',0.07,4.0,2.0,1.14,25114,1909-02-11,-0.003571207256324982,40204,'cup',Wright,low,teacher,-0.003571207256324982
Kristina,0.1828260277761209,0.0,nan,0.62,0.0,0.71,0.03,Inventory Management,nan,0.18,0.0,0.5285269089529693,268.0,nan,0.07,4.0,3.0,0.18,25759,1932-05-10,-2.3589255125908224,14016,'money',Ayers,low,machine,2.3589255125908224
Beverly,2.4293371399254395,0.0,1.2529071140029684,0.86,0.0,0.88,0.03,,-0.8007642955112158,-2.43,0.0,1.3611328490695995,220.0,'ready',0.07,4.0,2.0,-2.43,17474,1928-06-29,-0.8007642955112158,12413,'always',Roberts,low,stay,0.8007642955112158
Antonio,0.7603727449922116,0.0,0.12426118420290104,0.7,0.0,0.68,0.03,,-0.29736506689095465,0.76,0.0,-0.5764505723576082,185.0,'dark',0.07,3.0,4.0,0.76,26371,1983-05-24,-0.29736506689095465,24595,nan,Moran,low,community,0.29736506689095465
George,0.850305359798934,0.0,-1.3433987210489258,0.97,0.0,0.78,0.03,Sales,1.2404848804435573,0.85,0.0,-0.21284959132234316,156.0,'produce',0.07,5.0,3.0,0.85,28550,1915-04-05,-1.2404848804435573,16427,'six',Williams,medium,style,1.2404848804435573
Eric,0.7134803186942638,0.0,0.24782967292126448,0.83,0.0,0.98,0.03,Administration,-0.41828456902319977,0.71,0.0,-0.5791258069331544,187.0,'understand',0.07,5.0,4.0,0.71,23440,1981-12-29,-0.41828456902319977,17281,'pay',Reed,medium,eight,0.41828456902319977
Sarah,0.23005776091644825,0.0,-1.7354995707863319,0.19,0.0,1.0,0.03,,1.8917207695413878,-0.23,1.0,0.6689750001258117,192.0,'everything',0.07,4.0,4.0,-0.23,12247,2008-11-06,-1.8917207695413878,46676,'fill',Thompson,low,Mr,1.8917207695413878
Brandon,1.3166055063842237,0.0,-0.7356513634765345,0.36,0.0,0.48,0.03,,0.4940709615119271,1.32,1.0,-0.7211869965370794,158.0,'represent',0.07,2.0,3.0,1.32,28662,1923-11-10,-0.4940709615119271,52600,'reality',Bailey,low,somebody,0.4940709615119271
Timothy,0.6524883276928066,0.0,-1.0616737427244891,0.41,0.0,0.52,0.03,Sales,1.2686293038619947,-0.65,1.0,0.7728462984437219,159.0,'where',0.07,2.0,3.0,-0.65,20274,1961-07-13,-1.2686293038619947,56894,'matter',Vincent,low,and,1.2686293038619947
Karen,0.3054318958080757,1.0,-1.5676062501923367,0.91,0.0,0.63,0.03,,1.7299648133097758,-0.31,0.0,0.6736255113848585,226.0,nan,0.07,4.0,3.0,-0.31,27423,1976-09-07,-1.7299648133097758,33268,'show',Ramirez,low,charge,1.7299648133097758
Brandon,0.5695743604346032,0.0,-1.472281754920767,0.96,0.0,0.48,0.03,Sales,nan,-0.57,0.0,0.8335364678167041,222.0,nan,0.07,4.0,3.0,-0.57,10107,2009-12-27,-1.68630371863042,21799,'teach',Baldwin,medium,other,1.68630371863042
Molly,1.3055029565689993,1.0,-0.30349251047032344,0.64,0.0,0.57,0.03,,0.60621235496256,-1.31,0.0,1.0159798958187156,149.0,nan,0.07,5.0,3.0,-1.31,17293,1941-09-30,-0.60621235496256,77978,'region',Beasley,medium,myself,0.60621235496256
Amanda,1.126408292610119,0.0,-1.4129011396505178,0.17,0.0,0.55,0.03,,1.254141237766409,1.13,0.0,-0.38878007763363837,240.0,'fund',0.07,6.0,6.0,1.13,15922,1981-11-23,-1.254141237766409,17598,'age',Mills,low,measure,1.254141237766409
Paul,1.3105776827057103,0.0,-0.26751885407030074,0.77,0.0,0.95,0.03,Administration,nan,-1.31,0.0,1.009107169499165,246.0,'budget',0.07,3.0,3.0,-1.31,16751,1968-10-10,-0.569143052710049,64028,'sometimes',Torres,low,water,0.569143052710049
Shirley,1.5100165360479627,1.0,-0.5193063606609738,0.48,0.0,0.71,0.03,Sales,0.22239575793078448,1.51,0.0,-0.9216252158722871,162.0,'street',0.07,2.0,3.0,1.51,21309,1934-02-16,-0.22239575793078448,01230,'teach',Jacobson,high,animal,0.22239575793078448
Erika,1.1459193607201366,0.0,-0.5209730459067963,0.58,0.0,0.62,0.03,Administration,0.8022592226947693,-1.15,1.0,0.9659410902215754,238.0,'modern',0.07,4.0,3.0,-1.15,25523,1957-10-26,-0.8022592226947693,16977,'free',Ramirez,low,kid,0.8022592226947693
Oscar,1.6444579651221811,0.0,0.18817000020073762,0.5,0.0,0.76,0.03,Customer Service,0.15825625528467469,-1.64,0.0,1.113601063617952,198.0,'side',0.07,4.0,3.0,-1.64,10219,1943-04-24,-0.15825625528467469,63344,'once',Blake,medium,manager,0.15825625528467469
Theodore,1.7942718573353118,0.0,-1.306440133486918,0.86,0.0,0.89,0.03,Sales,0.9958007238052341,1.79,0.0,-0.8943167116927263,153.0,'wait',0.07,4.0,4.0,1.79,19178,1980-05-24,-0.9958007238052341,01509,'give',Grant,low,such,0.9958007238052341
Aaron,1.602716020211994,0.0,0.21516943642356867,0.85,0.0,0.99,0.03,Sales,0.12051986957723693,-1.6,1.0,1.0760784233328862,248.0,'red',0.07,5.0,5.0,-1.6,13628,1976-02-17,-0.12051986957723693,99310,nan,Parks,low,to,0.12051986957723693
Alison,1.1417746673608504,0.0,-0.49514900800856376,0.82,0.0,0.68,0.03,Customer Service,0.7739535969901552,-1.14,0.0,0.9554742100328184,285.0,'boy',0.07,2.0,2.0,-1.14,11887,1961-05-09,-0.7739535969901552,94107,'old',Mendoza,medium,his,0.7739535969901552
Kristy,1.4768794309159428,0.0,-0.15210606752104106,0.61,0.0,0.9,0.03,Customer Service,0.4828688765967971,-1.48,0.0,1.093649573424668,224.0,'through',0.07,3.0,3.0,-1.48,19753,2001-12-13,-0.4828688765967971,02791,'themselves',Armstrong,low,Mr,0.4828688765967971
Daniel,1.242122905882633,0.0,-3.729744002004172,0.54,0.0,0.58,0.03,Sales,3.6875000594186496,1.24,0.0,nan,234.0,'rule',0.07,3.0,3.0,1.24,25256,1959-01-15,-3.6875000594186496,23730,'focus',Garrett,medium,war,3.6875000594186496
Patrick,0.5891059237517374,0.0,-0.5368458656638194,0.63,0.0,0.68,0.03,,nan,0.59,0.0,-0.2621960179138891,191.0,'kid',0.07,4.0,2.0,0.59,19055,1995-10-02,-0.44145474627269854,62314,'indicate',Underwood,high,support,0.44145474627269854
Ryan,0.23406489374237927,1.0,-2.4086124423143613,0.14,0.0,0.75,0.03,Sales,2.504980912850894,0.23,1.0,0.5352732011889813,277.0,'action',0.07,4.0,5.0,0.23,24764,1993-04-28,-2.504980912850894,15929,'easy',Price,medium,sense,2.504980912850894
Denise,1.2649401009943888,1.0,-1.5688669545494025,0.83,0.0,0.98,0.03,Manager,1.3894931886983644,1.26,0.0,-0.44177926777493653,189.0,'while',0.07,5.0,4.0,1.26,11852,1931-04-21,-1.3894931886983644,90373,'big',Johnson,low,since,1.3894931886983644
Anna,0.8990142435360374,0.0,-0.9242546755289915,0.42,0.0,0.5,0.03,Administration,1.1764646087708204,-0.9,1.0,0.9079791519406495,155.0,'compare',0.07,2.0,3.0,-0.9,11657,1948-06-11,-1.1764646087708204,68451,nan,Nguyen,low,shoulder,1.1764646087708204
Robin,1.1258163340641292,0.0,-0.5383338140896395,0.37,0.0,0.49,0.03,Inventory Management,0.8163061550709259,-1.13,1.0,0.9567144370499289,151.0,'sound',0.07,2.0,3.0,-1.13,11052,1942-01-27,-0.8163061550709259,07056,'region',Austin,medium,campaign,0.8163061550709259
Cindy,0.724192333474984,0.0,nan,0.57,0.0,0.5,0.03,Marketing,2.2897007761462267,0.72,0.0,0.15722129761869813,177.0,'order',0.07,4.0,2.0,0.72,17964,2016-12-24,-2.2897007761462267,10593,'fill',Becker,high,care,2.2897007761462267
Lauren,0.9470563174144437,0.0,nan,0.93,0.0,0.62,0.03,Sales,1.0179710896388123,-0.95,0.0,0.8957383345900785,184.0,'study',0.07,3.0,3.0,-0.95,18569,2024-05-03,-1.0179710896388123,81079,'fill',Davis,medium,of,1.0179710896388123
Justin,1.1658330106929597,0.0,-0.4772842052668678,0.65,0.0,0.75,0.03,Sales,0.7602327222695964,-1.17,0.0,0.9673643578704946,214.0,'fine',0.07,3.0,3.0,-1.17,12058,1911-08-02,-0.7602327222695964,09021,'sometimes',Snyder,medium,would,0.7602327222695964
Janice,1.5476645530428268,0.0,-0.609615114261246,0.73,0.0,0.99,0.03,Sales,0.3100334470000443,1.55,1.0,-0.9220695775418997,241.0,'official',0.07,5.0,5.0,1.55,24159,1993-03-18,-0.3100334470000443,86023,'fight',Howell,low,pressure,0.3100334470000443
Donald,0.032537835043143115,0.0,-2.034113626024067,0.65,0.0,0.56,0.03,Sales,2.151441698648253,0.03,0.0,0.5693772197888228,142.0,'ago',0.07,3.0,3.0,0.03,19709,1991-10-13,-2.151441698648253,28049,'trade',Stout,low,last,2.151441698648253
Bryan,0.9745721022956642,1.0,0.01554874751330356,0.87,0.0,0.84,0.03,Sales,-0.22862650968026776,0.97,0.0,-0.6969765949833819,237.0,'close',0.07,4.0,3.0,0.97,14390,1921-09-09,-0.22862650968026776,19197,'human',Adams,medium,wife,0.22862650968026776
Scott,1.7491532977377924,0.0,0.1298983966198442,0.37,0.0,0.52,0.03,Inventory Management,nan,-1.75,1.0,1.2049619402680474,155.0,'system',0.07,2.0,3.0,-1.75,28133,1988-10-09,-0.2428799995586446,51882,'exactly',Gomez,medium,wear,0.2428799995586446
William,0.915772098629476,0.0,-0.669907791766872,0.93,1.0,0.51,0.03,,0.9102089189465858,-0.92,0.0,0.8457997892776481,196.0,'into',0.07,3.0,2.0,-0.92,25933,1915-08-28,-0.9102089189465858,04312,'show',Johnson,medium,career,0.9102089189465858
Bianca,1.7941433029044096,0.0,0.26198941761289357,0.53,0.0,0.59,0.03,,0.1125026269429108,-1.79,0.0,1.1984525681182538,148.0,'continue',0.07,3.0,3.0,-1.79,13720,2006-02-12,-0.1125026269429108,74444,'six',Taylor,medium,American,0.1125026269429108
Thomas,2.2384036676743237,0.0,-1.8610101293908343,0.5,0.0,0.57,0.03,Sales,1.487618917074305,2.24,0.0,nan,219.0,'service',0.07,3.0,3.0,2.24,24982,2006-08-09,-1.487618917074305,64455,'indicate',Thompson,medium,today,1.487618917074305
Stephanie,1.4255797280219502,0.0,-0.2877750283349562,0.86,0.0,0.74,0.03,,0.6156696448028509,-1.43,0.0,1.0967179950721728,261.0,'soldier',0.07,4.0,2.0,-1.43,13900,1974-02-08,-0.6156696448028509,78522,'money',Murphy,medium,interesting,0.6156696448028509
Brittany,0.42435112673585995,0.0,-1.4368347241540886,0.74,0.0,0.64,0.03,Sales,1.6170791805158133,-0.42,0.0,0.7200282644387049,268.0,'seek',0.07,4.0,3.0,-0.42,14094,2017-02-23,-1.6170791805158133,55314,'easy',Taylor,low,others,1.6170791805158133
Alex,1.460132037998543,0.0,-2.5961032770642762,0.83,0.0,0.94,0.03,Inventory Management,2.437071503177238,1.46,0.0,-0.2812529652292722,243.0,'item',0.07,4.0,3.0,1.46,11828,1926-11-25,-2.437071503177238,23715,'exactly',Gonzalez,low,mother,2.437071503177238
Ryan,1.220378987829644,1.0,-0.39753817329519375,0.76,0.0,0.98,0.03,Sales,0.6874818256167987,-1.22,0.0,nan,173.0,'election',0.07,4.0,3.0,-1.22,10942,2019-09-30,-0.6874818256167987,82900,'four',Porter,low,know,0.6874818256167987
Timothy,1.4645290466384804,0.0,-1.4343179692847199,0.87,1.0,0.56,0.03,Inventory Management,1.2032721104366553,1.46,0.0,-0.6227814736739068,121.0,'later',0.07,4.0,2.0,1.46,13500,1921-12-30,-1.2032721104366553,07352,'drive',Hardy,medium,capital,1.2032721104366553
John,1.1706800953310879,1.0,-0.5352589562507374,0.56,0.0,0.84,0.03,Customer Service,0.3131845045823636,1.17,0.0,-0.6758751053021785,154.0,'daughter',0.07,5.0,2.0,1.17,10423,2003-03-21,-0.3131845045823636,99628,'professional',Ramirez,low,memory,0.3131845045823636
